date,header,time,description,date_entity
03.10.16,שתהיה שנה בטוחה בדרכים: מפת הכבישים המסוכנים בחגים ,00:15,"חודש החגים מאפשר לנו לקחת אתנחתא קלה, לצאת לטיולים עם המשפחה ולבלות ברוגע - אבל הדרך עלולה להיות מסוכנת, אור ירוק מפרסמת את מפת הכבישים ","ynet  (תאריך: 03.10.16, שעה: 00:15)  "
01.10.16,תקציב של 10 מיליארד שקלים – וניידות משטרה אַין ,00:15,"נהיגה במהירות מופרזת, אי שימוש בחגורת בטיחות, נהיגה תחת השפעת אלכוהול ושימוש בסלולרי - אלו ארבעת הגורמים העיקריים לתאונות דרכים ורק אכיפה ","ynet  (תאריך: 01.10.16, שעה: 00:15)  "
29.09.16,בן 78 נהרג בתאונה בין שתי משאיות ,09:40,"התאונה אירעה בכביש 4 בין יבנה למחלף אשדוד. אחד הפצועים נלכד במשאית ולאחר שחולץ קבעו פרמדיקים של מד""א את מותו. שני בני אדם נוספים נפצעו קל ","ynet  (תאריך: 29.09.16, שעה: 09:40) "
28.09.16,אחרי שבועיים: מת מפצעיו בן 10 שנפצע על אופניים חשמליים ,12:31,מוחמד חטיב נפגע בראשו ממכונית בטירה. הוא רוכב האופניים החשמליים ה-7 שנהרג מתחילת השנה. חברו שנפצע בתאונה עדיין מאושפז. הבוקר: פעוט כבן שנה ,"חסן שעלאן ואילנה קוריאל  (תאריך: 28.09.16, שעה: 12:31) "
27.09.16,"הגבלת מהירות בעיר, מצלמה בכל כביש ופחות רכבי חברה: כך נילחם ",00:13,"274 ישראלים נהרגו השנה בכבישים, 14 יותר מהתקופה המקבילה אשתקד. מומחים ששוחחו עם ynet מצביעים על הבעיות כמו תרבות הולכי הרגל בארץ ומציעים ","אחיה ראב""ד  (תאריך: 27.09.16, שעה: 00:13)  "
23.09.16,"""רציתי להציע לנירית נישואין, והיא נהרגה"" ",00:07,"מיתר לוגסי סיימה סטאז' כמזכירה רפואית, בן זוגה של נירית ויטובסקי סיפר שתכנן לקנות לה טבעת ולכרוע ברך • אבל רגע אחד של חוסר תשומת לב על ההגה ","מתן צורי  (תאריך: 23.09.16, שעה: 00:07) "
22.09.16,"בן זוגה של הרוגת התאונה: ""לא הספקתי להציע לה נישואים"" ",10:45,"מיתר לוגסי (23) ונירית ויטובסקי מאשקלון הגיעו למושב רווחה בדרום לכנס של חברת ""קישורית"" שבה עבדו, אך בכניסה ליישוב נפגעו ממכונית אחרת. לוגסי ","מתן צורי  (תאריך: 22.09.16, שעה: 10:45)  "
21.09.16,הולך רגל נהרג מפגיעת משאית בדרום ,15:55,גבר בן 45 נפגע בצומת להבים על כביש 40. נסיבות התאונה נבדקות על ידי בוחנים של המשטרה. עומס תנועה נרשם באזור. מוקדם יותר נפצעו קשה הולך רגל ,"אילנה קוריאל  (תאריך: 21.09.16, שעה: 15:55) "
19.09.16,עברתי תאונת דרכים. מה עושים עכשיו? מדריך ,16:08,את מי תובעים אחרי תאונה? האם הביטוח מכסה נהג שרישיונו פג? מה הפיצוי הכספי? איזה תיעוד יש לשמור? שאלות ותשובות שהלוואי שלא תזדקקו להן ,"עו""ד מרים כפרי קהן  (תאריך: 19.09.16, שעה: 16:08) "
18.09.16,בעקבות התאונה הקטלנית: מגביהים את גדר הבטיחות ,01:04,"לאחר התאונה בכביש 1 שבה נהרג צעיר בן 26 ושניים נפצעו קשה ובינוני, הורתה המשטרה לחברת נתיבי ישראל להגביה את גדר הבטיחות בצד הכביש. עדיין לא ","רועי ינובסקי  (תאריך: 18.09.16, שעה: 01:04)  "
17.09.16,תאונות זהות באותו מקום תוך יומיים: מעקה נמוך וסימון לקוי בכביש 1 ,17:38,"במחלף חמד שבו אירעה אחר הצהריים התאונה הקטלנית, התרחשה לפני יומיים תאונה דומה. גורמי חירום ונהגים שנוסעים בקטע הכביש טוענים שהעבודות במקום ","רועי ינובסקי והלל פוסק  (תאריך: 17.09.16, שעה: 17:38)  "
17.09.16,הרוג ושני פצועים בתאונה בכביש 1 ,15:55,"מכונית סטתה מהנתיב סמוך למחלף חמד ופגעה בקוביית בטון שהוצבה מעבר למעקה ההפרדה במסגרת עבודות תשתית. התוצאה קשה: צעיר בן 26 נהרג, שניים נוספים ","רועי ינובסקי  (תאריך: 17.09.16, שעה: 15:55)  "
15.09.16,הרוגה ופצועה קשה בתאונה בצפון ,20:16,הכבישים ממשיכים לדמם: בתאונה חזיתית בין רכב פרטי למסחרי בכביש 70 סמוך למושב נתיב השיירה נפצעו חמישה בני אדם. צוותי כיבוי חילצו את הפצועים ,"אחיה ראב""ד  (תאריך: 15.09.16, שעה: 20:16) "
15.09.16,"נבחר ראש אגף תנועה למשטרה: תנ""צ דורון ידיד ",19:11,"אחרי פרישתו של ניצב ירון בארי החליט השר לביטחון פנים גלעד ארדן, בהתאם להמלצת המפכ""ל אלשיך, למנות את סגן מפקד מחוז צפון הנוכחי לתפקיד. המשימה ","רועי ינובסקי ואלי סניור  (תאריך: 15.09.16, שעה: 19:11) "
15.09.16,"""נסגור על פסילה לשבוע, מאמי"": מבט לעומסים הכבדים בבתי המשפט ",10:50,"מיעוט שופטים, ערימות תיקים, צפיפות ומו""מ על העונש. בזמן שכבישי ישראל מדממים, בתי המשפט לתעבורה נאלצים לאשר הקלות עם עברייני תנועה באווירה ","רועי ינובסקי ורענן בן צור  (תאריך: 15.09.16, שעה: 10:50)  "
12.09.16,עוד תאונה בדרום: הרוג ו-4 פצועים קשה ,19:49,"4 שעות אחרי ששניים נהרגו בכביש 310, נהרג בן 30 בתאונה בכביש 80, ליד צומת ערערה. משאית ושתי מכוניות פרטיות היו מעורבות בתאונה, שני כלי רכב ","אילנה קוריאל  (תאריך: 12.09.16, שעה: 19:49)  "
12.09.16,"שני הרוגים בתאונה בדרום, בת 7 נדרסה בצפת ",15:38,"שני צעירים נהרגו בתאונה בכביש 310 מרהט לכיוון טראבין ושניים נוספים נפצעו, אחד מהם קשה מאוד. בצפת בת 7 נפצעה קשה כשצעדה עם אביה על המדרכה. ","אילנה קוריאל ואחיה ראב""ד  (תאריך: 12.09.16, שעה: 15:38)  "
12.09.16,"תיעוד: אישה הועפה באוויר מפגיעת רכב, הנהג נמלט ",09:53,האישה שנמצאת בהריון חצתה את הכביש עם ילדיה בדרך שלמה בתל אביב ונפגעה מרכב שהגיח במהירות. מצלמות אבטחה תיעדו כיצד היא הועפה באוויר ונזרקה ,"אלי סניור ורותם אליזרע  (תאריך: 12.09.16, שעה: 09:53)  "
11.09.16,"כביש חדש, שני מסלולים בלי הפרדה ותאונה ראשונה קשה מאוד ",12:07,"הלילה נרשמה התאונה הקטלנית הראשונה בכביש 772 שהיה אמור לשמש בעיקר משאיות שמגיעות למפעלים במפרץ חיפה. בפועל, נהגים רבים נוסעים בכביש שבו ","אחיה ראב""ד ואטילה שומפלבי  (תאריך: 11.09.16, שעה: 12:07)  "
01.09.16,"בן 35 מואשם: נהג שיכור נגד הכיוון, פגע והרג ",15:02,"דוד ראש מטבריה מואשם שבינואר נסע מחיפה לעירו כשבדמו ריכוז של 210 מ""ל אלכוהול. בכביש 75 הוא נסע נגד הכיוון, עד שפגע ברכבו של נידאל חמזה, והוא ","אחיה ראב""ד  (תאריך: 01.09.16, שעה: 15:02)  "
31.08.16,תיעוד: כך נמלט דורס הילד מירושלים ,10:58,"דוד עמר דרס ילד בן שש וברח. מצלמה שהוצבה על גבי אמבולנס תיעדה כיצד הגיע לרחוב אחר, החנה ועזב ברגל יחד עם אחיו. בחקירתו אמר: ""נכנסתי לפאניקה. ","יעל פרידסון  (תאריך: 31.08.16, שעה: 10:58)  "
31.08.16,"אני רואה אותה בדרך לגימנסיה, כמעט נדרסת כל יום על המדרכה ",08:55,"הורים פוחדים לשלוח את הילדים לבד, גם בגלל המפגעים שממתינים להם על המדרכה ובכביש. מישהו אמר אופניים חשמליים? צפו בשתי ילדות שמנסות להגיע ","גיא נרדי  (תאריך: 31.08.16, שעה: 08:55) "
28.08.16,"חשד: נהג בשכרות, דרס אישה למוות ונמלט ",13:53,"בית המשפט האריך את מעצרו של תושב ג'לג'וליה שדרס אמש למוות אישה בת 77 ביפו. השופט: ""קיימות ראיות למכביר ביחס להפקרה"" ","איתי בלומנטל  (תאריך: 28.08.16, שעה: 13:53)  "
28.08.16,מתה מפצעיה אישה בת 77 שנפגעה בתאונת פגע וברח ,10:08,"נהג ביפו פגע אתמול בפני פדידה, הולכת רגל, ונמלט מהמקום. האישה נפצעה קשה ונפטרה בבית החולים. הנהג שנמלט נעצר בתל אביב יחד עם שניים נוספים ","איתי בלומנטל  (תאריך: 28.08.16, שעה: 10:08) "
28.08.16,נתפס נהג שפצע קשה בת 77 ביפו ונמלט ,00:12,נהג מכונית פרטית פגע בהולכת רגל בשדרות ירושלים ביפו. הנהג ברח מהמקום ונתפס ברחוב מנחם בגין בתל אביב. הוא והנוסעים במכונית נלקחו לחקירה ,"איתי בלומנטל  (תאריך: 28.08.16, שעה: 00:12) "
24.08.16,בת 70 נהרגה בתאונת דרכים בנגב ,19:01,"התנגשות קטלנית בין משאית ושני כלי רכב סמוך לצומת ערוער בדרום הארץ. בנוסף להרוגה נפצעו ארבעה בני אדם: אחת קשה, שניים בינוני ואחד קל ","אילנה קוריאל  (תאריך: 24.08.16, שעה: 19:01) "
23.08.16,"יצא בזול, פגע וברח: ""אווירת שוק"" בבתי המשפט לתעבורה ",14:00,"הצעיר שדרס את יהונתן בן השש בירושלים ונמלט לא הוציא מעולם רישיון, נתפס ארבע פעמים וזכה לענישה מקלה. השופט יהושע צימרמן, שהרשיע אותו פעמיים ","רועי ינובסקי  (תאריך: 23.08.16, שעה: 14:00)  "
23.08.16,"דו""ח: בטיחות לקויה בכניסה לבתי הספר ",09:06,"לקראת פתיחת שנת הלימודים מציג דו""ח עמותת ""אור ירוק"" נתונים עגומים על מפגעי בטיחות רבים בסביבות בתי הספר. בכחצי מבתי הספר אין פסי האטה. ","שחר חי   (תאריך: 23.08.16, שעה: 09:06) "
23.08.16,חרדים לבטיחות בדרכים  ,00:15,"גל התאונות האחרון הציף את בעיית הנהיגה ללא רישיון במגזר החרדי • 50 תלמידי ישיבה מבצעים כעת שירות לאומי ייחודי ברשות הלאומית לבטיחות בדרכים, ","אודי עציון  (תאריך: 23.08.16, שעה: 00:15) "
22.08.16, תוקם ועדת שרים משותפת למלחמה בתאונות הדרכים ,12:35,"שר התחבורה ישראל כץ סיכם הבוקר עם ראש הממשלה על הקמת ועדת שרים משותפת שבראשה יעמוד נתניהו ותכלול את השר לבטחון פנים, שרת המשפטים ושר החינוך. ","ניר בן זקן  (תאריך: 22.08.16, שעה: 12:35) "
22.08.16,הכנסת דורשת מנתניהו: מצב חירום בכבישים ,02:47,בעקבות גל התאונות הקטלניות: ועדת הכלכלה מבקשת מנתניהו להקים ועדת שרים לבטיחות בדרכים בראשותו ולהגביר משמעותית את האכיפה על חשבון פעולות ,"עמיחי אתאלי | כתבנו בכנסת השתתף בהכנת  (תאריך: 22.08.16, שעה: 02:47) "
21.08.16,קיץ קטלני בכבישים ,10:13,"מדי יום אנחנו שומעים על עוד ועוד תאונות דרכים שהופכות את הקיץ הזה לקטלני במיחד. למעשה, נרשמה עלייה של 25% במספר ההרוגים בתאונות דרכים דרכים ","ynet  (תאריך: 21.08.16, שעה: 10:13)  "
21.08.16,הפגע וברח תועד במצלמות: דרס בן 6 במעבר חציה ,09:59,"ד' בן ה-21 שפגע ביהונתן בירושלים לא הוציא רישיון מעולם. כבר בגיל 14 נתפס, ולא נאשם. בפעמיים הבאות אותו שופט גזר עליו עונש קל יחסית. הוא ביקש ","רועי ינובסקי ואלישע בן קימון  (תאריך: 21.08.16, שעה: 09:59)  "
21.08.16,"רגע לפני התאונה שבה נהרג: ""זמיר תפס לבתי את היד"" ",06:55,אלונה יונה נפצעה בתאונה בבאר שבע יחד עם אביה זמיר בעת שצעדו על מדרכה. רק אמש בישרו לאלונה כי אביה נהרג. אמה קרן סיפרה שבתה זוכרת כל פרט ,"אילנה קוריאל  (תאריך: 21.08.16, שעה: 06:55)  "
21.08.16,"האחים דרסו וברחו: ""הנהג רצה להסגיר עצמו, טבעי שנכנס לפאניקה"" ",00:16,"בפעם הקודמת שנתפס ללא רישיון, הוא נשלח לעבודות שירות. ביום שישי כבר דרס ילד בן 6 בירושלים - וברח. מעצרו של הצעיר ושל אחיו הוארך, אח נוסף ","רועי ינובסקי, אילנה קוריאל וגלעד מורג  (תאריך: 21.08.16, שעה: 00:16)  "
16.08.16,"ה""טורט"" הוחמרה בתאונה. הפיצוי: מיליון שקל ",23:19,"צעיר הסובל מהתסמונת, שנפגע על אופנועו, תבע את ביטוח ""הפול"" בטענה שחלה החרפה בעוויתות בפניו. ביהמ""ש קיבל חוות דעת של מומחים מטעמו ","עו""ד ענת גינזבורג  (תאריך: 16.08.16, שעה: 23:19) "
11.08.16,שתי הרוגות בתאונת דרכים ליד צומת מגידו ,14:29,"התנגשות חזיתית בין שני כלי רכב בכביש 66: שתיים נהרגו, שתי נשים נוספות נפצעו אנוש וקשה מאוד וגבר נפצע קשה. לוחמי אש הוזעקו לחלץ לכודים. מסוק ","חסן שעלאן  (תאריך: 11.08.16, שעה: 14:29)  "
11.08.16,"ערב של תאונות: הרוג מפגיעת אוטובוס, פעוט נפצע קשה באילת ",00:11,הולך רגל נהרג מפגיעת אוטובוס ליד מחלף ענבה בכביש תל אביב-ירושלים. פעוט בן שנתיים וחצי נפצע קשה מפגיעת רכב באילת. ברחובות נפצע רוכב אופניים ,"רענן בן צור  (תאריך: 11.08.16, שעה: 00:11)  "
09.08.16,"""לו הייתה מצלמה ברמזור, אני מניחה שהבן שלי היה חי"" ",00:34,"לפני 13 שנה איבדה דבורה לוזון את בנה עמית, שנהרג מפגיעת משאית שעברה באור אדום. התאונה הקשה בצומת פורדיס מציפה מחדש את הטראומה שחוותה: ""נהגים ","אלכסנדרה לוקש  (תאריך: 09.08.16, שעה: 00:34)  "
08.08.16,"איבד את אשתו ובתו בתאונה בפורדיס: ""חיי נהרסו, מקווה שהמדינה תעביר ",18:14,"סעיד נעים מיפו היה במכונית שבה נהרגו אנג'ליק וקלואי בת השנתיים מפגיעת משאית ליד זכרון יעקב. בראיון מבית החולים הוא אומר: ""כל העולם ראה מה ","חסן שעלאן ואילנה קוריאל  (תאריך: 08.08.16, שעה: 18:14)  "
08.08.16,צפו: נוסע נגד הכיוון בכביש מהיר ,08:27,במזל נמנעה תאונה קשה בכביש 25 בדרום. כך זה נראה שם הבוקר ,"אילנה קוריאל   (תאריך: 08.08.16, שעה: 08:27)  "
08.08.16,מצפון עד דרום: מצפצפים על הרמזור האדום ,06:59,"פחות משבוע אחרי התאונה המחרידה בצומת פורידיס, כתבי וצלמי ""ידיעות אחרונות"" יצאו לכבישים לבדוק: כמה נהגים לוחצים על דוושת הגז ברגע שבו הרמזור ","כתבי ""ידיעות אחרונות""  (תאריך: 08.08.16, שעה: 06:59)  "
08.08.16,מצפצפים על הרמזור ,00:30,"פחות משבוע אחרי התאונה המחרידה בצומת פורידיס, כתבי וצלמי ""ידיעות אחרונות"" יצאו לכבישים כדי לבדוק: כמה נהגים לוחצים על דוושת הגז ברגע שבו ","איתן גליקמן, גואל בנו, ליאור אל־חי, צחי  (תאריך: 08.08.16, שעה: 00:30)  "
08.08.16,בתחתית הקנסות ,00:28,"נהיגה באור אדום מציבה סכנת חיים מיידית, אך בדירוג הקנסות של המשטרה העבירה משתרכת בתחתית - ואפילו עבירות רשיונות וביטוח הובילו ליותר דו”חות • ","אודי עציון ומאיר תורג'מן  (תאריך: 08.08.16, שעה: 00:28) "
05.08.16,שבוע דמים בכבישים - וזה רק מחמיר ,00:15,עוד שבוע נוראי של הרוגים בכבישים ולא רואים את הסוף: ישראל במקום אחד לפני האחרון בשינוי מספר ההרוגים בתאונות דרכים בשנת 2015 עם ממוצע של הרוג ,"ynet  (תאריך: 05.08.16, שעה: 00:15) "
04.08.16,"הבעל שאיבד את אשתו ובתו: ""חשוב לחזור לבתי שנותרה"" ",12:49,סעיד נעים ורמזי אשקר איבדו את נשותיהם כשנהג משאית חצה רמזור אדום בצומת פורדיס והתנגש חזיתית במכונית המשפחה. נעים איבד גם את בתו הקטנה. ,"חסן שעלאן  (תאריך: 04.08.16, שעה: 12:49)  "
03.08.16,"משפחת הרוגות התאונה: ""קטפו שלושה פרחים"" ",14:04,"אולגה אשקר, אנג'ליק נעים וקלואי נעים בת השנתיים נהרגו ליד זכרון יעקב. קרוב משפחתן לא מקבל את בקשת הסליחה של נהג המשאית: ""הוא ייתן את החשבון ","חסן שעלאן  (תאריך: 03.08.16, שעה: 14:04)  "
03.08.16,נהג המשאית חשוד בהריגה; היה תחת השפעת סמים ,11:08,"הנהג, בן 62 מחיפה בעל עבר של עבירות תנועה רבות, חשוד שעבר ברמזור אדום סמוך לצומת פורדיס וגרם לתאונה שבה נהרגו שתי נשים ותינוקת בת שנתיים. ","רענן בן צור  (תאריך: 03.08.16, שעה: 11:08)  "
03.08.16,"תאונה קטלנית בצפון: הבת, האם ואחותה נהרגו  ",07:33,"אחיות מיפו בנות 38 ו-32, ובתה התינוקת של אחת מהן, נהרגו בהתנגשות בין משאית למכונית פרטית סמוך לצומת פורדיס. בעליהן של האחיות נפצעו באורח ","אחיה ראב""ד וחסן שעלאן  (תאריך: 03.08.16, שעה: 07:33) "
03.08.16,"הפרישה, הפרגון והנתונים המדאיגים: ""ראש אגף התנועה בלם את תאונות ",00:19,"ניצב ירון בארי פנה למפכ""ל אלשיך בבקשה לפרוש אחרי שנה וחצי בתפקיד. המפכ""ל הודה לו על ""בלימת המגמה השלילית בתאונות הדרכים"", אך הנתונים מראים ","הלל פוסק ורועי ינובסקי  (תאריך: 03.08.16, שעה: 00:19) "
02.08.16,הרוכב שיקר - אבל הביטוח חויב לפצות אותו ,23:03,"רוכב אופנוע שעבר תאונה ליד פלמחים מסר גרסאות שונות לחברת ""הפול"" ולמשטרה. אבל ביהמ""ש קבע: הוא עדיין זכאי לפיצוי של כ-225 אלף ש' ","עו""ד מיכאל בן עדי  (תאריך: 02.08.16, שעה: 23:03) "
02.08.16,בחופש הגדול: רוכבת אופניים בת 15 נפצעה קשה מאוד ,10:13,"הנערה רכבה באופניים מביתה במושב שתולים לעבודתה בקניון עד-הלום באשדוד, וככל הנראה נפגעה בזמן שניסתה לחצות כביש כדי לקצר את הדרך. היא פונתה ","מתן צורי  (תאריך: 02.08.16, שעה: 10:13) "
29.07.16,צפו: נהגים נוסעים באדום בצומת מסוכן בקריות ,01:26,"אגף התנועה הכריז על צומת קריית אתא כ""צומת אדום"" בשל תאונות דרכים רבות שאירעו במקום, אך למרות הגברת האכיפה תועדו נהגי אוטובוסים, משאיות וכלי ","רענן בן צור  (תאריך: 29.07.16, שעה: 01:26)  "
28.07.16,משחק או סכנת חיים - פוקימון גו נצפה בכבישי ישראל ,15:32,"ברשות הלאומית לבטיחות בדרכים קיבלו תלונות על כך שפוקימונים הוחבאו בכבישים. מנכ""ל הרשות קרא לפעול בכדי לסלק את הפוקימונים משם ","אודי עציון  (תאריך: 28.07.16, שעה: 15:32)  "
28.07.16,"בתום מאבק: אמו של איש שב""כ תוכר כשכולה ",07:37,ב-2003 נהרג תמיר ארז בתאונה בחופשה בתאילנד ומאז סירב משרד הביטחון להעניק לאמו זכויות של אם שכולה. העליון החליט שיש להכיר בה ,"עו""ד שחר המאירי  (תאריך: 28.07.16, שעה: 07:37) "
28.07.16,מי יעצור את המשאיות ,00:15,"כ־34 אלף משאיות ורכבים מסחריים אמורים להצטייד עד נובמבר במערכת התרעת התנגשות וסטייה מנתיב • בדיקת ""ממון"": עד כה היא הותקנה בפחות מ־2,000 ","אודי עציון  (תאריך: 28.07.16, שעה: 00:15) "
24.07.16,בדרך לעוד שנה של כישלון בכבישים ,15:37,"דווקא בתחום שאינו נתון במחלוקת פוליטית, הנוגע לליבת הערכים שלנו - הצלת חיי אדם, תחום שלא קשה להשיג בו תוצאות חיוביות, דווקא בתחום זה בוחרת ","שמואל אבואב  (תאריך: 24.07.16, שעה: 15:37) "
21.07.16,האוטו ישן? הסיכוי שלכם למות בתאונה גדול יותר ,00:15,מחקר: חלקן של מכוניות בנות 13 ומעלה בתאונות קטלניות גבוה ב־35% משיעורן בכבישים • אבל  בינתיים המדינה מסרבת לחדש את תוכנית הגריטה ומעכבת ," אודי עציון  (תאריך: 21.07.16, שעה: 00:15) "
21.07.16,לראשונה השנה: עלייה במספר ההרוגים לעומת אשתקד ,00:15, ,"אודי עציון  (תאריך: 21.07.16, שעה: 00:15) "
19.07.16,לראשונה השנה: יותר הרוגים בכבישים מבאשתקד ,13:01,"אברהים זועבי, בן 60 מנעורה, נהרג בהתנגשות בין רכב פרטי למשאית בכביש 71 סמוך לצומת נבות. מתחילת השנה נהרגו 198 בני אדם בתאונות דרכים, שניים ","אחיה ראב""ד והלל פוסק  (תאריך: 19.07.16, שעה: 13:01)  "
16.07.16,גופת אישה נמצאה ברכב שעלה באש ,19:03,"צוותי מד""א קבעו את מותה של אישה כבת 40 שרכבה התדרדר לתעלה סמוך לחמת גדר. המשטרה מגדירה את האירוע כהתאבדות ","אחיה ראב""ד ואילנה קוריאל  (תאריך: 16.07.16, שעה: 19:03)  "
15.07.16,הובאה למנוחות הדס בת ה-4 שנפצעה בתאונה ,14:13,"במשך שלושה ימים נאבקו הרופאים על חייה של הדס לוי, שנפגעה מטרקטור שנפל ממשאית במודיעין עילית. הרב הינדי ספד לה: ""עלתה לגן עדן טהורה"" ","אלישע בן קימון  (תאריך: 15.07.16, שעה: 14:13)  "
15.07.16,נוסעים עם הג'יפ על חוף הים? תתכוננו להיפרד ממנו לארבעה חודשים ,00:15,"חוף הים אמור להיות מקום שליו ורגוע ובמיוחד בטוח ונקי מכלי רכב, אך המציאות שונה לחלוטין. לאחר מאבק ממושך של עמותת אור ירוק, אישרה הכנסת בחודש ","ynet  (תאריך: 15.07.16, שעה: 00:15)  "
15.07.16,הצטיינה כל החיים - ולפתע לא ידעה לבצע את הפעולות הכי פשוטות ,00:01,"תאונת דרכים שיבשה את חייה של אורית יוסף: הזיכרון שלה לטווח קצר נפגע, והיא החלה לעשות טעויות מביכות על כל צעד ושעל ולסבול מכאבי ראש ומהקאות. ","ציפי רומן  (תאריך: 15.07.16, שעה: 00:01) "
14.07.16,"כך אפשר להציל חיי 1,000 בני-אדם בעשור ",19:27,"ד""ר יעקב שיינין, לשעבר יו""ר הרשות לבטיחות בדרכים, קובע בדו""ח חדש: העלאת תקציב הרשות ל־660 מיליון שקל בשנה למשך עשר שנים, תחסוך 25 מיליארד ","אודי עציון  (תאריך: 14.07.16, שעה: 19:27)  "
14.07.16,מחקר הצליח למנוע עשרות תאונות אוטובוס בכל שנה  ,00:15, ,"אודי עציון  (תאריך: 14.07.16, שעה: 00:15) "
13.07.16,נהג המשאית שנפל ממנה טרקטור שוחרר למעצר בית ,13:04,"יממה אחרי שטרקטור נפל מהמשאית והרג את חנה דוויק, שחרר בית המשפט את הנהג זכריה בראשי למעצר בית עד יום שישי. השופט: טרגדיה שיכולה לקרות לכל ","יעל פרידסון  (תאריך: 13.07.16, שעה: 13:04)  "
13.07.16,"דקר שתי נשים, נמלט - ונהרג בתאונת דרכים ",09:16,גבר בן 30 ממעלה אדומים דקר את זוגתו לשעבר ואת אמה וברח מהמקום. בנסיעה בכביש 31 בין ערד לצומת חתרורים הוא התנגש במשאית ומת במקום ,"אילנה קוריאל ואלישע בן קימון  (תאריך: 13.07.16, שעה: 09:16)  "
13.07.16,"""ישר הבנתי שיפעת לא בחיים"" ",00:22,"יפעת רגב־בן יעקב נהרגה אתמול בתאונת דרכים קשה שאירעה בכביש הערבה • בן זוגה ניסה לבצע בה החייאה, אך לשווא • שני צעירים מרהט נהרגו בהתהפכות ","אילנה קוריאל וחסן שעלאן  (תאריך: 13.07.16, שעה: 00:22) "
12.07.16,"דרס למוות אם לעיני ילדיה, נמלט - ולא יואשם בהריגה ",14:32,"יוסי כהן, בעל סוכנויות רכב, פגע עם רכבו בתחילת מרס בהילה מיכלי בכביש 6. הוא נמלט וטען כי לא היה מעורב בתאונה. מחר יוגש נגדו כתב אישום, אך ","גלעד מורג  (תאריך: 12.07.16, שעה: 14:32)  "
11.07.16,תאונת רכבת ביבנה: רוכב אופניים נהרג ,20:49,"בן 30 נפגע מרכבת ביבנה, מותו נקבע במקום. ילד שרכב על אופניו בכפר כנא שבגליל התחתון נפצע קשה מפגיעת רכב ","חסן שעלאן  (תאריך: 11.07.16, שעה: 20:49) "
11.07.16,הביטוח ישלם להורי צעיר שהפך 'צמח' בתאונה  ,16:59,"הרוכב נפצע בתאונת אופנוע, והוריו בחרו לטפל בו בבית במקום במוסד סיעודי. ""ביטוח חקלאי"" התנגדה, אבל ביהמ""ש קבע: עדיף שהוא ישהה בבית ","מערכת PsakDin  (תאריך: 11.07.16, שעה: 16:59) "
10.07.16,שני ישראלים נהרגו בתאונה בקליפורניה; ישראלי טבע למוות בקובה  ,12:08,"בתאונה חזיתית בכביש 70 שבצפון קליפורניה נהרגו שניים, וחברתם נפצעה. הודעה נמסרה למשפחות. באסון אחר שהתרחש בסוף השבוע בקובה טבע למוות מטייל ","איתמר אייכנר   (תאריך: 10.07.16, שעה: 12:08) "
06.07.16,"בת 24 בהריון נפצעה קשה בתאונה, העובר מת ",19:56,"בתאונה ליד אליקים שבצפון נפצעה קשה צעירה, בביה""ח נקבע מות העובר שנשאה. ובדרום: שתי מכולות התהפכו על תא נהג של המשאית.  במבצע מורכב שארך חמש ","אחיה ראב""ד ואילנה קוריאל  (תאריך: 06.07.16, שעה: 19:56)  "
06.07.16,הנהג הפוגע מת – הולכת רגל תפוצה מעיזבונו ,19:16,"צעירה שנפגעה כשחצתה כביש בחיפה תבעה את רוכב האופנוע שהתנגש בה, אלא שהוא הלך לעולמו במהלך הדיונים. היא תקבל 240 אלף ש' מעיזבונו ","עו""ד ערן פאר  (תאריך: 06.07.16, שעה: 19:16) "
01.07.16,ילדים בסכנה: החופש האיום ונורא ,11:18,15 ילדים ובני נוער נהרגו במהלך חודשי הקיץ הקודם בתאונות דרכים כשאוגוסט הוא החודש בו נפגעים יותר ילדים מבכל השנה - חינוך להתנהלות נכונה ,"ynet  (תאריך: 01.07.16, שעה: 11:18)  "
29.06.16,"3 שנים אחרי רצח בעלה בפיגוע, בנה נהרג בתאונה ",11:58,"עוד טרגדיה נחתה על מוניק עופר, שבעלה שריה (יא יא) עופר נרצח בבקעה ב-2013: בנה מנישואיה הראשונים גל צומי נהרג בתאונה חזיתית בשומרון ","אלישע בן קימון  (תאריך: 29.06.16, שעה: 11:58)  "
28.06.16,רוכבי אופניים התנגשו - ויפוצו בכחצי מיליון ש' ,08:26,"מכונית שהגיחה במהירות במחלף בכביש הישן גרמה לקבוצת רוכבים להיתקל זה בזה. ביהמ""ש קבע: זו תאונת דרכים, הפצועים יפוצו ע""י קרן ""קרנית"" ","עו""ד מיכאל בן עדי  (תאריך: 28.06.16, שעה: 08:26) "
27.06.16,שני הרוגים בתאונות בצפון ובמרכז ,23:48,הולך רגל בן 82 נפגע מרכב בדרך המכבים בראשון לציון ומותו נקבע בבית החולים. מוקדם יותר נהרג גבר כבן 30 בתאונה בין אוטובוס לכלי רכב פרטיים ,"כתבי ynet  (תאריך: 27.06.16, שעה: 23:48) "
25.06.16,נהרג בתאונת טרקטורון חודש אחרי החתונה ,20:01,"מוחמד בשותי, בן 23 ממג'ד אל כרום, התנגש במכונית פרטית בתוך היישוב. אביו, שנפצע מקטיושה במלחמת לבנון השנייה, נספה השנה בשריפה בביתו ","חסן שעלאן  (תאריך: 25.06.16, שעה: 20:01) "
